"REC_NUM","ID","sex","age","subsection","season","TOTLNGTH","head","skull","humerus","ulna","wtkg"
1827,857,"Male",8,NA,1,164,61,36,33,32,114.9
1828,56,"Female",18,1,1,150,52,33,29,29,74.66
1829,1004,"Male",1,1,1,112,41,26,21,21,34.84
1830,1005,"Female",1,1,1,104,39,24,19,20,28.96
1831,509,"Female",6,1,1,143,47,33,29,28,47.96
1832,1006,"Male",1,1,1,94,34,24,18,17,14.48
1833,1007,"Male",1,1,1,90,34,24,17,17,15.38
1834,1008,"Female",1,1,1,87,34,24,17,18,14.03
1835,659,"Female",8,1,1,149,53,33,30,28,70.59
1836,1015,"Male",1,1,1,96,39,25,19,19,23.76
1837,1016,"Female",1,1,1,93,35,25,18,17,18.55
1838,1017,"Female",1,1,1,95,35,25,18,18,17.65
1839,139,"Female",15,2,1,152,50,33,27,26,66.06
1840,1013,"Male",1,2,1,98,36,25,18,19,19.46
1841,1014,"Female",1,2,1,93,34,24,17,17,13.12
1842,563,"Female",6,1,1,155,50,32,30,29,92.31
1845,431,"Female",7,1,1,141,50,31,28,28,62.44
1846,1019,"Male",1,1,1,88,34,24,17,18,18.1
1847,1020,"Female",1,1,1,88,35,24,16,17,14.93
1848,907,"Male",2,1,1,123,44,28,23,22,44.8
1849,201,"Female",9,1,1,155,54,35,29,29,92.76
1853,521,"Female",6,1,1,157,51,34,28,28,83.71
1855,621,"Female",5,2,1,149,47,34,28,27,61.99
1856,853,"Female",7,1,1,141,48,31,27,27,62.44
1860,721,"Female",4,1,1,146,44,33,26,28,56.11
1863,739,"Female",4,1,1,150,47,34,27,27,59.73
1864,603,"Female",5,1,1,142,49,32,28,28,58.37
1867,333,"Female",10,1,1,157,53,35,29,30,83.71
1871,273,"Female",9,2,1,145,47,33,27,28,63.35
1875,613,"Female",5,2,1,143,46,32,26,28,55.66
1878,760,"Female",11,2,1,156,53,33,29,28,68.78
1883,281,"Female",9,2,1,160,53,33,28,29,80.54
1925,912,"Male",3,1,4,149,51,33,28,26,66.52
1926,913,"Female",3,1,4,131,47,30,25,25,58.82
1927,1019,"Male",2,1,4,123,44,27,24,24,49.32
1928,1013,"Male",2,2,4,112,40,28,23,23,28.51
1929,1006,"Male",2,1,4,112,40,28,22,22,30.77
1930,1008,"Female",2,1,4,106,38,27,21,21,29.86
1931,1002,"Female",2,1,4,132,43,29,23,23,39.37
1932,1016,"Female",2,1,4,125,44,27,24,24,40.72
1933,716,"Male",5,1,4,170,59,35,32,34,136.7
1934,521,"Female",7,1,4,168,54,32,29,31,110
1935,441,"Female",8,2,4,142,49,32,28,29,56.56
1936,704,"Male",5,1,4,NA,59,39,34,33,144.3
1937,722,"Male",5,2,4,176,61,38,35,33,161.5
1938,726,"Male",5,2,4,176,55,34,30,32,123.5
1939,738,"Male",5,1,4,182,64,41,34,NA,175.1
1940,243,"Male",21,NA,4,190,70,38,34,31,209
1941,1001,"Male",2,1,4,135,47,29,23,24,61.54
1942,1007,"Male",2,1,4,115,41,28,22,22,31.67
1943,621,"Female",6,2,4,147,47,32,26,27,60.63
1944,1004,"Male",2,1,4,127,45,29,26,27,57.47
1945,1005,"Female",2,1,4,125,40,27,23,24,34.39
1946,915,"Female",3,1,4,138,47,30,26,25,50.23
1947,1015,"Male",2,1,4,132,49,31,24,23,47.96
1948,201,"Female",10,1,1,162,57,35,29,30,110
1949,1104,"Female",1,1,1,104,40,24,18,19,27.15
1950,760,"Female",12,2,1,146,53,33,28,27,58.82
1951,1120,"Male",1,2,1,93,35,25,17,17,13.57
1952,1122,"Female",1,2,1,89,33,22,16,17,12.67
1953,1123,"Female",1,2,1,88,33,22,15,16,11.31
1954,857,"Male",9,NA,1,167,62,36,32,34,123.1
1955,853,"Female",8,1,1,142,50,33,28,27,66.06
1956,1106,"Female",1,1,1,86,34,22,19,19,15.38
1957,1107,"Female",1,1,1,88,35,22,19,19,16.74
1958,907,"Male",3,1,1,146,51,33,27,26,81.45
1959,273,"Female",10,2,1,144,49,33,27,27,65.16
1960,1115,"Male",1,2,1,92,35,24,17,18,18.1
1961,1116,"Male",1,2,1,94,35,24,18,18,18.55
1962,1117,"Female",1,2,1,89,34,23,17,17,13.57
1963,281,"Female",10,2,1,147,54,33,29,29,77.83
1964,1124,"Male",1,2,1,106,40,25,19,20,24.89
1965,1125,"Female",1,2,1,100,36,22,18,18,21.27
1966,613,"Female",6,2,1,139,47,31,26,27,49.77
1967,1118,"Female",1,2,1,83,33,22,16,16,11.31
1968,1119,"Female",1,2,1,82,34,21,17,17,12.22
1969,333,"Female",11,1,1,150,53,35,29,29,76.47
1970,1112,"Male",1,1,1,103,37,26,20,20,24.89
1971,1114,"Female",1,1,1,99,36,26,18,19,23.08
1972,1014,"Female",2,2,1,120,37,27,20,21,21.72
1973,267,"Male",10,2,1,193,70,41,33,34,226.2
1974,867,"Male",6,NA,1,174,60,39,32,33,110.4
1976,78,"Female",12,1,1,176,53,33,30,29,110.4
1980,903,"Female",3,1,1,144,51,35,29,28,71.49
1981,521,"Female",7,1,1,152,53,32,28,29,85.07
1984,722,"Male",5,2,1,177,61,37,33,33,140.7
1985,659,"Female",9,1,1,158,54,32,30,29,98.64
1988,509,"Female",7,1,1,157,49,34,30,28,72.4
1991,820,"Female",4,1,1,145,46,30,26,26,47.96
1992,431,"Female",8,1,1,148,51,32,29,28,80.54
1996,1020,"Female",2,1,1,101,39,26,19,21,25.34
1997,739,"Female",5,1,1,148,47,32,27,28,63.35
2000,437,"Female",8,1,1,154,54.5,33,28.5,28.5,108.1
2004,56,"Female",19,1,1,154,51.5,33,30,28.5,94.57
2008,139,"Female",16,2,1,154,48,34,27,27,58.82
2045,1120,"Male",2,2,4,120,43,30,23,21,30.77
2046,1122,"Female",2,2,4,112,40,27,27,22,27.15
2047,1016,"Female",3,1,4,137,46,31,27,26,52.04
2048,912,"Male",4,1,4,153,55,36,31,29,88.24
2050,1007,"Male",3,1,4,142,45,32,26,26,55.2
2051,1123,"Female",2,2,4,96,39,27,21,20,26.24
2052,509,"Female",8,1,4,142,50,33,28,29,66.97
2053,1208,"Male",1,1,4,91,38,26,19,17,20.81
2054,1209,"Male",1,1,4,96,37,24,18,19,24.89
2055,915,"Female",4,1,4,145,49,33,27,26,58.82
2056,243,"Male",22,NA,4,197,69,38,33,36,215.4
2057,722,"Male",6,2,4,181,64,40,NA,NA,178.3
2058,1002,"Female",3,1,4,142,48,30,25,25,60.18
2059,1114,"Female",2,1,4,122,40,28,24,24,36.65
2061,867,"Male",7,NA,4,172,65,37,32,33,131.2
2062,755,"Male",9,NA,4,179,66,38,34,35,182.8
2063,56,"Female",20,1,4,147,54,32,29,29,82.81
2064,1218,"Male",1,1,4,106,38,25,18,19,27.6
2065,1219,"Female",1,1,4,96,36,23,18,18,22.17
2066,1220,"Female",1,1,4,104,38,26,20,19,28.96
2067,857,"Male",10,NA,4,160,64,36,34,34,143
2068,739,"Female",6,1,1,148,48,32,27,27,66.97
2069,1213,"Female",1,1,1,93,34,24,18,17,18.55
2070,1214,"Female",1,1,1,88,34,24,18,17,18.55
2071,1015,"Male",3,1,1,148,52,33,27,25,57.92
2072,726,"Male",6,2,1,169,57,35,31,32,125.8
2073,437,"Female",9,1,1,156,54,35,30,29,83.71
2074,1215,"Male",1,1,1,107,39,25,20,19,29.86
2075,1216,"Male",1,1,1,104,38,27,19,19,25.34
2076,1217,"Female",1,1,1,103,38,24,19,19,25.79
2077,139,"Female",17,2,1,156,49,34,28,27,63.35
2078,1222,"Female",1,2,1,81,31,23,15,16,9.729
2079,521,"Female",8,1,1,162,53,36,27,27,94.57
2080,1204,"Male",1,1,1,98,38,26,18,18,24.43
2081,1205,"Female",1,1,1,102,36,25,18,18,20.81
2082,853,"Female",9,1,1,148,NA,NA,NA,NA,68.78
2085,1107,"Female",2,1,1,108,41,28,24,23,34.39
2086,913,"Female",4,1,1,148,49,33,28,27,64.25
2090,431,"Female",9,1,1,143,51,33,29,28,74.66
2091,1211,"Male",1,1,1,98,37,25,19,19,22.17
2092,1212,"Female",1,1,1,95,35,24,18,18,18.1
2093,281,"Female",11,2,1,146,53,32,30,31,78.73
2097,621,"Female",7,2,1,156,47,31,27,27,57.01
2100,78,"Female",13,1,1,150,55,34,30,29,89.59
2101,1201,"Male",1,1,1,108,41,26,21,20,28.51
2102,1202,"Male",1,1,1,101,38,25,19,20,28.05
2103,760,"Female",13,2,1,146,53,33,28,28,65.16
2107,441,"Female",9,2,1,141,48,31,28,28,55.66
2109,1014,"Female",3,2,1,137,41,29,24,25,45.7
2110,273,"Female",11,2,1,152,50,33,28,27,75.11
2114,721,"Female",6,1,1,147,48,35,26,28,76.02
2116,504,"Female",9,NA,1,151,49,30,29,30,63.8
2122,618,"Female",3,1,4,146,48,30,28,28,58.82
2123,1209,"Male",2,1,4,129,44,30,24,23,45.25
2124,1208,"Male",2,1,4,117,43,30,23,23,38.01
2125,1007,"Male",4,1,4,155,51,33,28,28,79.64
2127,1213,"Female",2,1,4,110,39,27,22,23,28.96
2128,755,"Male",10,NA,4,194,66,39,34,33,171.9
2129,1220,"Female",2,1,4,126,45,30,24,24,50.68
2130,1222,"Female",2,2,4,103,39,24,21,22,23.53
2131,1107,"Female",3,1,4,137,48,30,28,27,60.63
2132,243,"Male",23,NA,4,186,68,38,33,34,169.2
2133,722,"Male",7,2,4,198,66,40,35,36,194.6
2134,721,"Female",7,1,1,154,50,34,27,29,80.09
2135,1311,"Female",1,1,1,108,38,25,19,20,28.96
2136,281,"Female",12,2,1,143,53,34,28,28,71.04
2137,1314,"Male",1,2,1,106,38,26,19,19,27.15
2138,1315,"Female",1,2,1,98,35,24,18,19,19.91
2139,1205,"Female",2,1,1,125,45,29,23,22,44.34
2140,273,"Female",12,2,1,141,50,33,27,27,71.04
2141,1316,"Male",1,2,1,99,36,24,19,19,25.34
2142,1318,"Female",1,2,1,98,35,24,19,18,23.08
2143,760,"Female",14,2,1,142,55,33,27,27,66.97
2144,1308,"Male",1,2,1,91,35,24,17,17,14.93
2145,1309,"Female",1,2,1,89,35,22,17,17,15.84
2146,1310,"Female",1,2,1,88,34,22,17,17,14.93
2147,1114,"Female",3,1,1,137,46,31,26,25,57.47
2148,1123,"Female",3,2,1,128,45,32,24,24,37.1
2149,857,"Male",11,NA,1,170,63,38,32,33,147.5
2150,853,"Female",10,1,1,151,52,34,28,26,87.78
2151,1301,"Female",1,1,1,100,35,25,19,18,20.81
2152,913,"Female",5,1,1,143,50,33,28,29,65.16
2153,1304,"Female",1,1,1,90,35,22,17,18,14.93
2154,621,"Female",8,2,1,145,47,33,26,26,56.11
2155,1306,"Male",1,2,1,89,36,25,16,17,17.19
2156,1307,"Female",1,2,1,89,32,23,17,17,14.93
2157,1218,"Male",2,1,1,132,47,31,26,26,46.15
2158,1204,"Male",2,1,1,129,46,30,24,24,48.87
2159,915,"Female",5,1,1,149,52,32,26,25,69.68
2162,739,"Female",7,1,1,150,48,35,29,27,82.35
2166,441,"Female",10,2,1,146,48,33,28,27,55.2
2170,78,"Female",14,1,1,156,53,35,29,29,113.1
2175,437,"Female",10,1,1,151,55,32,28,28,104.1
2180,1016,"Female",4,1,1,143,49,31,28,29,64.25
2183,521,"Female",9,1,1,168,53,33,28,29,99.55
2187,1002,"Female",4,1,1,142,49,32,27,27,65.16
2191,618,"Female",8,1,1,166,52,33,29,27,105.4
2195,509,"Female",9,1,1,154,51,35,30,28,78.73
2199,139,"Female",18,2,1,155,50,33,27,27,73.76
2203,56,"Female",21,1,1,154,52,33,29,29,104.5
2207,431,"Female",10,1,1,151,52,32,29,30,85.97
2213,1441,"Female",1,NA,4,95,35,25,18,19,16.29
2215,722,"Male",8,2,4,196,68,43,30,34,218.6
2216,1204,"Male",3,1,4,143,51,34,29,28,85.97
2217,1301,"Female",2,1,4,124,38,27,23,22,29.86
2218,1208,"Male",3,1,4,130,47,32,26,26,47.06
2219,1306,"Male",2,2,4,116,39,29,22,21,24.89
2220,739,"Female",8,1,1,156,52,32,28,29,86.88
2221,1403,"Male",1,1,1,92,37,22,19,19,23.53
2222,1404,"Male",1,1,1,98,37,24,19,19,24.89
2223,1405,"Male",1,1,1,98,37,25,19,19,24.89
2224,857,"Male",12,NA,1,165,NA,NA,NA,NA,152
2225,1220,"Female",3,1,1,138,47,33,26,26,50.23
2226,1304,"Female",2,1,1,114,42,27,22,22,33.94
2227,56,"Female",22,1,1,153,52,34,29,29,79.64
2228,1433,"Male",1,1,1,102,39,26,20,19,27.15
2229,1434,"Female",1,1,1,103,37,24,19,19,24.89
2230,1435,"Female",1,1,1,95,36,26,19,19,22.17
2231,1309,"Female",2,2,1,110,38,26,20,20,19
2232,1311,"Female",2,1,1,121,40,27,24,23,30.77
2233,1316,"Male",2,2,1,122,43,28,23,23,37.1
2234,437,"Female",11,1,1,153,57,34,28,29,97.74
2235,1414,"Female",1,1,1,109,40,26,20,20,31.22
2236,1415,"Female",1,1,1,58,36,24,16,16,18.1
2237,441,"Female",11,2,1,138,46,31,28,29,41.63
2238,1407,"Female",1,2,1,74,30,22,14,15,5.882
2239,1408,"Female",1,2,1,73,30,22,14,15,5.656
2240,431,"Female",11,1,1,152,53,33,28,28,81.45
2241,1436,"Male",1,1,1,96,38,27,19,19,22.62
2242,1437,"Male",1,1,1,96,37,26,19,20,26.24
2243,1438,"Male",1,1,1,98,38,26,19,19,27.15
2244,1439,"Female",1,NA,1,73,30,20,13,14,4.751
2245,78,"Female",15,1,1,158,54,37,29,29,90.05
2246,1409,"Male",1,1,1,105,40,27,20,20,28.05
2247,1410,"Female",1,1,1,95,35,24,18,19,20.36
2248,1411,"Female",1,1,1,96,35,24,17,18,16.29
2249,1209,"Male",3,1,1,133,48,32,27,26,54.3
2250,913,"Female",6,1,1,153,52,33,28,28,82.35
2253,1016,"Female",5,1,1,131,49,31,28,29,49.77
2254,1416,"Female",1,1,1,85,33,22,17,17,14.03
2255,1417,"Female",1,1,1,86,33,23,17,17,13.57
2256,273,"Female",13,2,1,154,50,33,28,26,89.59
2260,1315,"Female",2,2,1,119,39,27,24,23,29.41
2261,853,"Female",11,1,1,154,53,33,28,29,86.88
2265,621,"Female",9,2,1,151,49,34,28,27,59.73
2268,1307,"Female",2,2,1,104,35,26,20,20,16.74
2269,1114,"Female",4,1,1,147,48,32,27,26,58.82
2270,760,"Female",15,2,1,158,53,34,28,27,59.73
2271,281,"Female",13,2,1,154,53,33,29,30,69.68
2274,1440,"Male",1,NA,1,73,33,22,14,15,9.19
2275,1306,"Male",2,2,1,109,39,29,21,22,20.05
2282,1532,"Female",4,NA,4,143,45,30,25,24,48.87
2291,1438,"Male",2,1,4,139,46,32,27,26,58.37
2292,1316,"Male",3,2,4,146,53,32,28,27,88.24
2293,1308,"Male",3,2,4,135,47,32,26,26,51.13
2294,1424,"Male",2,1,4,137,45,29,26,25,54.3
2295,1414,"Female",2,1,4,133,47,31,25,24,59.73
2296,1415,"Female",2,1,4,120,25,29,22,21,36.65
2297,1538,"Male",2,NA,4,123,45,29,24,24,50.68
2298,763,"Male",12,NA,4,184,68,42,37,34,215.8
2299,868,"Male",12,NA,4,167,61,36,32,32,121.7
2300,1410,"Female",2,1,4,124,43,29,25,25,40.27
2301,853,"Female",12,1,1,145,53,33,27,28,86.43
2302,1507,"Female",1,1,1,111,39,27,19,19,28.96
2303,1508,"Female",1,1,1,112,39,26,20,20,29.86
2304,1436,"Male",2,1,1,126,46,31,24,25,47.06
2305,1417,"Female",2,1,1,128,42,28,24,25,29.86
2306,1306,"Male",3,2,1,144,49,33,26,27,58.82
2308,1539,"Male",5,NA,1,160,57,35,32,32,108.6
2309,1434,"Female",2,1,1,NA,NA,NA,NA,NA,42.53
2310,281,"Female",14,2,1,157,53,35,28,28,75.11
2311,1511,"Male",1,2,1,102,38,25,19,20,28.51
2312,1512,"Female",1,2,1,93,37,24,19,20,21.72
2313,1442,"Male",2,NA,1,131,46,30,24,25,44.34
2314,1315,"Female",3,2,1,143,48,32,25,27,53.39
2315,1311,"Female",3,1,1,139,45,31,25,26,52.49
2316,621,"Female",10,2,1,150,49,33,27,27,64.25
2317,722,"Male",9,2,1,184,69,41,35,36,220.8
2318,1411,"Female",2,1,1,115,42,29,23,22,31.67
2319,857,"Male",13,NA,1,170,65,36,34,35,152.5
2320,273,"Female",14,2,1,143,48,34,27,26,66.97
2321,1503,"Female",1,2,1,102,38,26,19,20,26.24
2322,1504,"Female",1,2,1,107,38,26,20,19,26.7
2323,1505,"Female",1,2,1,96,37,27,19,19,24.43
2324,1409,"Male",2,1,1,137,48,33,27,27,54.3
2325,1535,"Male",7,NA,1,156,59,35,30,28,62.9
2326,913,"Female",7,1,1,152,51,33,29,29,68.78
2327,1501,"Female",1,1,1,103,38,25,19,20,27.15
2328,1502,"Female",1,1,1,99,37,23,19,20,25.79
2329,1441,"Female",2,NA,1,133,44,30,24,23,37.56
2330,1437,"Male",2,1,1,136,46,29,25,25,42.53
2331,78,"Female",16,1,1,153,53,31,30,30,108.1
2335,56,"Female",23,1,1,156,52,34,29,29,101.8
2339,760,"Female",16,2,1,162,56,31,29,27,89.59
2343,1307,"Female",3,2,1,128,44,30,22,22,42.53
2344,437,"Female",12,1,1,159,57,32,30,30,114.9
2348,1416,"Female",2,1,1,115,40,26,23,23,28.51
2349,431,"Female",12,1,1,152,52,33,29,28,97.29
2353,1534,"Female",7,NA,1,NA,55,35,29,28,101.8
2356,1532,"Female",4,NA,1,136,46,32,27,27,63.8
2360,1114,"Female",5,1,1,153,50,32,29,29,81.45
2364,739,"Female",9,1,1,156,51,33,28,28,95.02
2375,1114,"Female",6,1,1,149,50,31,28,28,79.19
2376,1621,"Male",1,1,1,92,36,23,18,18,18.55
2377,1622,"Male",1,1,1,89,35,28,18,18,16.29
2378,437,"Female",13,1,1,151,55,33,30,31,106.3
2379,1612,"Female",1,1,1,96,36,23,19,20,20.36
2380,56,"Female",24,1,1,154,53,34,30,30,91.4
2381,1604,"Male",1,1,1,102,38,25,20,19,26.24
2382,923,"Female",8,1,1,160,57,34,30,31,88.24
2383,1616,"Female",1,1,1,103,37,25,19,20,22.62
2384,1617,"Female",1,1,1,98,38,25,19,20,21.27
2385,739,"Female",10,1,1,155,51,33,27,28,83.71
2386,1624,"Male",1,1,1,93,36,24,17,17,19.46
2387,1625,"Male",1,1,1,99,32,24,18,18,20.36
2388,1626,"Female",1,1,1,91,34,23,16,17,17.19
2389,1627,"Female",1,1,1,87,34,23,15,16,13.57
2391,1613,"Female",1,1,1,99,36,25,20,20,23.98
2392,1614,"Female",1,1,1,87,34,23,19,18,18.1
2393,1615,"Female",1,1,1,92,35,24,18,18,19.46
2394,760,"Female",17,2,1,151,54,33,28,27,66.97
2395,1607,"Male",1,2,1,84,34,24,16,16,11.76
2396,1608,"Male",1,2,1,92,35,25,18,18,14.93
